sku,name,quantity,price
S0069135,Item 69135,123,144.35
S0069136,Item 69136,468,101.67
S0069137,Item 69137,93,127.94
S0069138,Item 69138,20,18.91
S0069139,Item 69139,7,168.2
S0069140,Item 69140,47,190.14
S0069141,Item 69141,157,3.62
S0069142,Item 69142,397,38.27
S0069143,Item 69143,449,146.7
S0069144,Item 69144,211,154.92
S0069145,Item 69145,256,65.34
S0069146,Item 69146,122,56.2
S0069147,Item 69147,274,32.56
S0069148,Item 69148,102,54.49
S0069149,Item 69149,67,125.9
S0069150,Item 69150,346,61.75
S0069151,Item 69151,212,159.99
S0069152,Item 69152,135,137.11
S0069153,Item 69153,372,118.39
S0069154,Item 69154,139,56.55
S0069155,Item 69155,315,143.7
S0069156,Item 69156,308,165.3
S0069157,Item 69157,242,182.45
S0069158,Item 69158,17,162.88
S0069159,Item 69159,279,176.95
S0069160,Item 69160,435,2.04
S0069161,Item 69161,460,9.98
S0069162,Item 69162,177,166.82
S0069163,Item 69163,176,59.53
S0069164,Item 69164,118,83.14
S0069165,Item 69165,43,173.64
S0069166,Item 69166,316,148.82
S0069167,Item 69167,209,127.27
S0069168,Item 69168,151,179.91
S0069169,Item 69169,186,128.52
S0069170,Item 69170,368,44.75
S0069171,Item 69171,488,126.97
S0069172,Item 69172,399,97.22
S0069173,Item 69173,25,178.4
S0069174,Item 69174,245,1.67
S0069175,Item 69175,244,89.52
S0069176,Item 69176,40,102.08
S0069177,Item 69177,372,36.61
S0069178,Item 69178,136,137.18
S0069179,Item 69179,344,83.34
S0069180,Item 69180,170,112.3
S0069181,Item 69181,34,35.9
S0069182,Item 69182,330,109.29
S0069183,Item 69183,42,118.19
S0069184,Item 69184,95,90.76
S0069185,Item 69185,404,121.85
S0069186,Item 69186,204,94.37
S0069187,Item 69187,266,155.75
S0069188,Item 69188,446,22.05
S0069189,Item 69189,78,159.38
S0069190,Item 69190,57,192.65
S0069191,Item 69191,173,75.03
S0069192,Item 69192,34,122.79
S0069193,Item 69193,491,137.62
S0069194,Item 69194,112,55.95
S0069195,Item 69195,273,61.32
S0069196,Item 69196,113,153.9
S0069197,Item 69197,28,184.27
S0069198,Item 69198,20,54.35
S0069199,Item 69199,134,140.71
S0069200,Item 69200,138,152.68
S0069201,Item 69201,387,167.04
S0069202,Item 69202,48,161.38
S0069203,Item 69203,272,171.79
S0069204,Item 69204,338,198.86
S0069205,Item 69205,7,105.78
S0069206,Item 69206,36,175.47
S0069207,Item 69207,490,191.97
S0069208,Item 69208,439,62.23
S0069209,Item 69209,421,118.61
S0069210,Item 69210,86,19.52
S0069211,Item 69211,300,36.73
S0069212,Item 69212,105,44.37
S0069213,Item 69213,315,21.95
S0069214,Item 69214,393,121.93
S0069215,Item 69215,26,77.3
S0069216,Item 69216,483,88.6
S0069217,Item 69217,192,100.19
S0069218,Item 69218,483,176.73
S0069219,Item 69219,103,159.13
S0069220,Item 69220,0,95.05
S0069221,Item 69221,465,70.02
S0069222,Item 69222,465,162.54
S0069223,Item 69223,46,43.87
S0069224,Item 69224,337,180.7
S0069225,Item 69225,321,115.22
S0069226,Item 69226,341,156.82
S0069227,Item 69227,156,147.0
S0069228,Item 69228,30,81.95
S0069229,Item 69229,213,189.74
S0069230,Item 69230,468,60.48
S0069231,Item 69231,301,15.64
S0069232,Item 69232,142,138.56
S0069233,Item 69233,185,64.37
S0069234,Item 69234,211,102.93
S0069235,Item 69235,400,67.67
S0069236,Item 69236,408,64.89
S0069237,Item 69237,225,175.3
S0069238,Item 69238,317,82.27
S0069239,Item 69239,409,160.86
S0069240,Item 69240,180,102.45
S0069241,Item 69241,215,136.02
S0069242,Item 69242,99,146.91
S0069243,Item 69243,128,146.05
S0069244,Item 69244,221,158.31
S0069245,Item 69245,479,76.96
S0069246,Item 69246,49,106.31
S0069247,Item 69247,468,161.89
S0069248,Item 69248,29,45.55
S0069249,Item 69249,76,184.86
S0069250,Item 69250,417,71.0
S0069251,Item 69251,372,9.61
S0069252,Item 69252,465,61.34
S0069253,Item 69253,16,100.25
S0069254,Item 69254,258,139.87
S0069255,Item 69255,234,114.68
S0069256,Item 69256,459,18.23
S0069257,Item 69257,152,101.58
S0069258,Item 69258,15,103.2
S0069259,Item 69259,15,29.12
S0069260,Item 69260,326,54.18
S0069261,Item 69261,282,138.46
S0069262,Item 69262,273,197.42
S0069263,Item 69263,446,172.12
S0069264,Item 69264,215,58.99
S0069265,Item 69265,197,18.65
S0069266,Item 69266,117,32.71
S0069267,Item 69267,292,103.38
S0069268,Item 69268,108,40.76
S0069269,Item 69269,479,188.18
S0069270,Item 69270,451,24.57
S0069271,Item 69271,226,149.52
S0069272,Item 69272,30,4.02
S0069273,Item 69273,242,189.64
S0069274,Item 69274,321,149.08
S0069275,Item 69275,472,15.76
S0069276,Item 69276,446,95.84
S0069277,Item 69277,362,67.78
S0069278,Item 69278,261,5.32
S0069279,Item 69279,81,163.33
S0069280,Item 69280,368,20.92
S0069281,Item 69281,450,105.24
S0069282,Item 69282,103,54.33
S0069283,Item 69283,339,189.87
S0069284,Item 69284,17,165.53
S0069285,Item 69285,272,2.35
S0069286,Item 69286,297,161.88
S0069287,Item 69287,188,159.08
S0069288,Item 69288,102,18.07
S0069289,Item 69289,311,137.74
S0069290,Item 69290,467,17.64
S0069291,Item 69291,404,79.82
S0069292,Item 69292,474,44.6
S0069293,Item 69293,445,22.89
S0069294,Item 69294,115,21.82
S0069295,Item 69295,324,2.92
S0069296,Item 69296,86,176.29
S0069297,Item 69297,242,119.21
S0069298,Item 69298,102,62.94
S0069299,Item 69299,237,6.26
S0069300,Item 69300,342,134.74
S0069301,Item 69301,222,195.39
S0069302,Item 69302,106,16.18
S0069303,Item 69303,347,116.43
S0069304,Item 69304,487,82.39
S0069305,Item 69305,101,104.62
S0069306,Item 69306,415,132.76
S0069307,Item 69307,448,12.3
S0069308,Item 69308,415,147.68
S0069309,Item 69309,10,23.26
S0069310,Item 69310,412,163.22
S0069311,Item 69311,155,32.57
S0069312,Item 69312,20,189.63
S0069313,Item 69313,426,77.65
S0069314,Item 69314,299,106.84
S0069315,Item 69315,130,190.13
S0069316,Item 69316,47,8.47
S0069317,Item 69317,299,75.68
S0069318,Item 69318,65,69.27
S0069319,Item 69319,339,60.28
S0069320,Item 69320,296,5.9
S0069321,Item 69321,326,96.53
S0069322,Item 69322,22,14.24
S0069323,Item 69323,257,102.02
S0069324,Item 69324,280,4.52
S0069325,Item 69325,53,50.55
S0069326,Item 69326,259,5.0
S0069327,Item 69327,302,154.06
S0069328,Item 69328,34,27.37
S0069329,Item 69329,168,2.48
S0069330,Item 69330,238,66.44
S0069331,Item 69331,170,11.12
S0069332,Item 69332,280,8.93
S0069333,Item 69333,286,11.5
S0069334,Item 69334,170,73.92
S0069335,Item 69335,160,68.57
S0069336,Item 69336,44,50.18
S0069337,Item 69337,24,127.12
S0069338,Item 69338,130,98.06
S0069339,Item 69339,458,113.09
S0069340,Item 69340,418,57.99
S0069341,Item 69341,233,75.26
S0069342,Item 69342,206,44.2
S0069343,Item 69343,245,175.69
S0069344,Item 69344,75,27.28
S0069345,Item 69345,455,56.53
S0069346,Item 69346,396,154.79
S0069347,Item 69347,42,130.34
S0069348,Item 69348,239,90.58
S0069349,Item 69349,123,193.16
S0069350,Item 69350,496,57.17
S0069351,Item 69351,121,12.82
S0069352,Item 69352,460,67.34
S0069353,Item 69353,58,17.0
S0069354,Item 69354,53,26.97
S0069355,Item 69355,124,179.81
S0069356,Item 69356,56,94.19
S0069357,Item 69357,109,106.79
S0069358,Item 69358,111,79.6
S0069359,Item 69359,150,171.22
S0069360,Item 69360,429,25.27
S0069361,Item 69361,447,198.36
S0069362,Item 69362,407,65.54
S0069363,Item 69363,459,64.27
S0069364,Item 69364,40,63.37
S0069365,Item 69365,335,143.85
S0069366,Item 69366,386,84.97
S0069367,Item 69367,99,159.65
S0069368,Item 69368,243,99.26
S0069369,Item 69369,440,20.49
S0069370,Item 69370,4,175.91
S0069371,Item 69371,292,39.44
S0069372,Item 69372,103,190.54
S0069373,Item 69373,78,107.07
S0069374,Item 69374,449,125.67
S0069375,Item 69375,258,136.45
S0069376,Item 69376,422,60.67
S0069377,Item 69377,14,168.05
S0069378,Item 69378,287,42.46
S0069379,Item 69379,391,84.94
S0069380,Item 69380,82,70.9
S0069381,Item 69381,33,17.98
S0069382,Item 69382,321,168.06
S0069383,Item 69383,308,2.3
S0069384,Item 69384,445,147.63
S0069385,Item 69385,413,135.42
S0069386,Item 69386,235,191.46
S0069387,Item 69387,485,194.31
S0069388,Item 69388,250,92.28
S0069389,Item 69389,430,173.19
S0069390,Item 69390,326,92.89
S0069391,Item 69391,157,77.29
S0069392,Item 69392,332,1.36
S0069393,Item 69393,1,129.35
S0069394,Item 69394,23,183.55
S0069395,Item 69395,1,172.39
S0069396,Item 69396,418,184.61
S0069397,Item 69397,302,194.88
S0069398,Item 69398,278,153.42
S0069399,Item 69399,2,114.85
S0069400,Item 69400,362,21.76
S0069401,Item 69401,444,133.35
S0069402,Item 69402,77,141.05
S0069403,Item 69403,245,77.02
S0069404,Item 69404,339,130.55
S0069405,Item 69405,106,61.26
S0069406,Item 69406,138,90.41
S0069407,Item 69407,382,106.22
S0069408,Item 69408,374,101.23
S0069409,Item 69409,433,161.3
S0069410,Item 69410,134,91.97
S0069411,Item 69411,343,142.89
S0069412,Item 69412,473,173.42
S0069413,Item 69413,245,14.25
S0069414,Item 69414,323,79.6
S0069415,Item 69415,239,33.98
S0069416,Item 69416,3,89.05
S0069417,Item 69417,465,185.4
S0069418,Item 69418,26,9.95
S0069419,Item 69419,306,10.74
S0069420,Item 69420,177,195.96
S0069421,Item 69421,221,75.63
S0069422,Item 69422,498,110.16
S0069423,Item 69423,249,151.18
S0069424,Item 69424,232,175.28
S0069425,Item 69425,134,35.35
S0069426,Item 69426,184,63.13
S0069427,Item 69427,416,115.63
S0069428,Item 69428,203,17.57
S0069429,Item 69429,206,155.54
S0069430,Item 69430,412,199.34
S0069431,Item 69431,145,168.32
S0069432,Item 69432,225,184.13
S0069433,Item 69433,261,8.57
S0069434,Item 69434,3,70.86
S0069435,Item 69435,92,176.16
S0069436,Item 69436,399,155.24
S0069437,Item 69437,173,104.64
S0069438,Item 69438,255,60.2
S0069439,Item 69439,424,177.91
S0069440,Item 69440,305,79.54
S0069441,Item 69441,136,66.58
S0069442,Item 69442,241,63.59
S0069443,Item 69443,102,120.52
S0069444,Item 69444,471,51.15
S0069445,Item 69445,448,75.6
S0069446,Item 69446,34,7.94
S0069447,Item 69447,306,121.4
S0069448,Item 69448,185,193.19
S0069449,Item 69449,404,44.08
S0069450,Item 69450,122,1.06
S0069451,Item 69451,347,47.41
S0069452,Item 69452,280,17.66
S0069453,Item 69453,358,115.7
S0069454,Item 69454,101,90.16
S0069455,Item 69455,63,95.83
S0069456,Item 69456,318,143.38
S0069457,Item 69457,377,192.22
S0069458,Item 69458,438,135.73
S0069459,Item 69459,471,13.18
S0069460,Item 69460,38,180.66
S0069461,Item 69461,230,155.09
S0069462,Item 69462,393,117.78
S0069463,Item 69463,148,60.96
S0069464,Item 69464,358,196.32
S0069465,Item 69465,200,147.63
S0069466,Item 69466,410,71.91
S0069467,Item 69467,377,163.66
S0069468,Item 69468,495,132.15
S0069469,Item 69469,159,32.35
S0069470,Item 69470,434,27.33
S0069471,Item 69471,196,13.17
S0069472,Item 69472,345,89.73
S0069473,Item 69473,383,102.92
S0069474,Item 69474,399,75.42
S0069475,Item 69475,385,127.46
S0069476,Item 69476,128,15.63
S0069477,Item 69477,478,54.87
S0069478,Item 69478,222,157.19
S0069479,Item 69479,221,57.69
S0069480,Item 69480,169,196.84
S0069481,Item 69481,327,91.36
S0069482,Item 69482,332,97.1
S0069483,Item 69483,85,27.09
S0069484,Item 69484,273,70.24
S0069485,Item 69485,294,44.42
S0069486,Item 69486,94,3.94
S0069487,Item 69487,194,66.62
S0069488,Item 69488,233,5.41
S0069489,Item 69489,83,99.4
S0069490,Item 69490,412,189.57
S0069491,Item 69491,415,79.78
S0069492,Item 69492,40,52.06
S0069493,Item 69493,311,195.16
S0069494,Item 69494,331,18.26
S0069495,Item 69495,289,17.81
S0069496,Item 69496,309,195.39
S0069497,Item 69497,302,115.86
S0069498,Item 69498,300,8.93
S0069499,Item 69499,346,101.16
S0069500,Item 69500,123,132.83
S0069501,Item 69501,312,11.11
S0069502,Item 69502,214,137.71
S0069503,Item 69503,360,173.53
S0069504,Item 69504,222,155.28
S0069505,Item 69505,91,98.95
S0069506,Item 69506,470,82.45
S0069507,Item 69507,85,181.63
S0069508,Item 69508,299,111.89
S0069509,Item 69509,348,131.22
S0069510,Item 69510,199,153.16
S0069511,Item 69511,33,8.83
S0069512,Item 69512,23,12.99
S0069513,Item 69513,366,63.98
S0069514,Item 69514,464,166.61
S0069515,Item 69515,346,2.52
S0069516,Item 69516,458,17.26
S0069517,Item 69517,363,55.12
S0069518,Item 69518,309,120.94
S0069519,Item 69519,87,25.94
S0069520,Item 69520,274,113.22
S0069521,Item 69521,346,26.2
S0069522,Item 69522,138,16.83
S0069523,Item 69523,180,101.49
S0069524,Item 69524,478,132.2
S0069525,Item 69525,402,70.9
S0069526,Item 69526,55,135.11
S0069527,Item 69527,139,186.96
S0069528,Item 69528,451,2.11
S0069529,Item 69529,182,172.21
S0069530,Item 69530,291,131.26
S0069531,Item 69531,452,4.66
S0069532,Item 69532,359,69.42
S0069533,Item 69533,211,186.9
S0069534,Item 69534,38,88.07
S0069535,Item 69535,474,4.68
S0069536,Item 69536,406,86.24
S0069537,Item 69537,441,107.58
S0069538,Item 69538,235,64.16
S0069539,Item 69539,156,189.97
S0069540,Item 69540,66,2.07
S0069541,Item 69541,51,183.94
S0069542,Item 69542,468,35.21
S0069543,Item 69543,293,114.49
S0069544,Item 69544,29,159.77
S0069545,Item 69545,360,63.78
S0069546,Item 69546,215,20.11
S0069547,Item 69547,87,82.48
S0069548,Item 69548,358,91.47
S0069549,Item 69549,36,30.97
S0069550,Item 69550,432,33.23
S0069551,Item 69551,486,9.06
S0069552,Item 69552,480,146.84
S0069553,Item 69553,468,129.75
S0069554,Item 69554,29,37.06
S0069555,Item 69555,418,104.14
S0069556,Item 69556,177,157.97
S0069557,Item 69557,326,100.48
S0069558,Item 69558,421,49.74
S0069559,Item 69559,116,101.84
S0069560,Item 69560,477,24.81
S0069561,Item 69561,204,11.07
S0069562,Item 69562,57,115.5
S0069563,Item 69563,2,49.27
S0069564,Item 69564,121,27.16
S0069565,Item 69565,243,18.19
S0069566,Item 69566,378,89.03
S0069567,Item 69567,432,77.01
S0069568,Item 69568,448,85.89
S0069569,Item 69569,142,167.23
S0069570,Item 69570,487,85.72
S0069571,Item 69571,153,27.76
S0069572,Item 69572,104,6.33
S0069573,Item 69573,307,89.94
S0069574,Item 69574,62,191.06
S0069575,Item 69575,479,115.72
S0069576,Item 69576,386,164.38
S0069577,Item 69577,183,52.01
S0069578,Item 69578,138,102.34
S0069579,Item 69579,21,108.14
S0069580,Item 69580,471,136.3
S0069581,Item 69581,117,149.65
S0069582,Item 69582,33,36.26
S0069583,Item 69583,323,84.08
S0069584,Item 69584,52,35.69
S0069585,Item 69585,206,159.52
S0069586,Item 69586,294,105.71
S0069587,Item 69587,101,74.76
S0069588,Item 69588,133,165.48
S0069589,Item 69589,308,44.16
S0069590,Item 69590,242,89.09
S0069591,Item 69591,219,42.27
S0069592,Item 69592,382,176.67
S0069593,Item 69593,275,66.61
S0069594,Item 69594,425,193.87
S0069595,Item 69595,223,30.1
S0069596,Item 69596,24,74.91
S0069597,Item 69597,35,54.54
S0069598,Item 69598,284,123.12
S0069599,Item 69599,113,60.4
S0069600,Item 69600,322,148.66
S0069601,Item 69601,45,116.17
S0069602,Item 69602,324,81.68
S0069603,Item 69603,450,32.87
S0069604,Item 69604,353,142.22
S0069605,Item 69605,85,106.08
S0069606,Item 69606,159,173.39
S0069607,Item 69607,170,9.83
S0069608,Item 69608,405,96.84
S0069609,Item 69609,119,120.7
S0069610,Item 69610,412,174.91
S0069611,Item 69611,48,122.55
S0069612,Item 69612,447,22.86
S0069613,Item 69613,122,163.0
S0069614,Item 69614,256,114.59
S0069615,Item 69615,275,158.15
S0069616,Item 69616,255,121.21
S0069617,Item 69617,260,55.74
S0069618,Item 69618,63,124.91
S0069619,Item 69619,40,4.74
S0069620,Item 69620,483,31.0
S0069621,Item 69621,331,58.07
S0069622,Item 69622,395,198.31
S0069623,Item 69623,170,172.37
S0069624,Item 69624,296,190.74
S0069625,Item 69625,56,95.57
S0069626,Item 69626,479,119.17
S0069627,Item 69627,35,83.3
S0069628,Item 69628,234,176.13
S0069629,Item 69629,365,52.47
S0069630,Item 69630,213,169.38
S0069631,Item 69631,87,92.33
S0069632,Item 69632,292,110.25
S0069633,Item 69633,278,89.55
S0069634,Item 69634,343,122.65
S0069635,Item 69635,441,114.5
S0069636,Item 69636,45,141.04
S0069637,Item 69637,372,33.78
S0069638,Item 69638,395,160.2
S0069639,Item 69639,347,115.54
S0069640,Item 69640,17,77.18
S0069641,Item 69641,199,141.98
S0069642,Item 69642,105,47.51
S0069643,Item 69643,205,44.82
S0069644,Item 69644,124,172.33
S0069645,Item 69645,47,114.24
S0069646,Item 69646,483,199.3
S0069647,Item 69647,218,72.11
S0069648,Item 69648,92,60.22
S0069649,Item 69649,384,83.93
S0069650,Item 69650,422,92.9
S0069651,Item 69651,338,155.0
S0069652,Item 69652,271,165.8
S0069653,Item 69653,186,6.88
S0069654,Item 69654,50,176.52
S0069655,Item 69655,91,130.47
S0069656,Item 69656,34,135.48
S0069657,Item 69657,141,158.86
S0069658,Item 69658,262,22.61
S0069659,Item 69659,69,141.31
S0069660,Item 69660,127,170.29
S0069661,Item 69661,25,34.97
S0069662,Item 69662,171,173.69
S0069663,Item 69663,36,96.9
S0069664,Item 69664,386,9.78
S0069665,Item 69665,141,35.77
S0069666,Item 69666,41,66.82
S0069667,Item 69667,436,0.62
S0069668,Item 69668,453,145.36
S0069669,Item 69669,129,157.27
S0069670,Item 69670,137,194.09
S0069671,Item 69671,168,3.3
S0069672,Item 69672,27,124.04
S0069673,Item 69673,193,19.63
S0069674,Item 69674,399,119.52
S0069675,Item 69675,32,195.56
S0069676,Item 69676,282,7.69
S0069677,Item 69677,380,185.41
S0069678,Item 69678,160,154.64
S0069679,Item 69679,478,55.25
S0069680,Item 69680,11,66.73
S0069681,Item 69681,234,190.46
S0069682,Item 69682,437,96.7
S0069683,Item 69683,341,176.24
S0069684,Item 69684,317,0.0
S0069685,Item 69685,166,64.76
S0069686,Item 69686,312,79.83
S0069687,Item 69687,414,21.9
S0069688,Item 69688,161,116.4
S0069689,Item 69689,260,115.76
S0069690,Item 69690,394,31.39
S0069691,Item 69691,461,161.29
S0069692,Item 69692,182,167.35
S0069693,Item 69693,430,111.39
S0069694,Item 69694,446,97.58
S0069695,Item 69695,395,48.61
S0069696,Item 69696,461,38.69
S0069697,Item 69697,352,83.1
S0069698,Item 69698,347,186.83
S0069699,Item 69699,294,58.2
S0069700,Item 69700,330,102.54
S0069701,Item 69701,142,97.12
S0069702,Item 69702,169,73.5
S0069703,Item 69703,405,51.64
S0069704,Item 69704,124,143.9
S0069705,Item 69705,95,168.97
S0069706,Item 69706,419,3.19
S0069707,Item 69707,151,164.81
S0069708,Item 69708,427,58.53
S0069709,Item 69709,449,158.28
S0069710,Item 69710,160,30.76
S0069711,Item 69711,75,49.74
S0069712,Item 69712,332,63.81
S0069713,Item 69713,33,138.99
S0069714,Item 69714,496,139.74
S0069715,Item 69715,50,179.93
S0069716,Item 69716,90,97.56
S0069717,Item 69717,249,184.52
S0069718,Item 69718,231,42.12
S0069719,Item 69719,88,176.78
S0069720,Item 69720,74,140.97
S0069721,Item 69721,204,169.41
S0069722,Item 69722,13,93.34
S0069723,Item 69723,419,176.36
S0069724,Item 69724,436,70.96
S0069725,Item 69725,375,68.79
S0069726,Item 69726,279,153.12
S0069727,Item 69727,118,124.79
S0069728,Item 69728,495,105.55
S0069729,Item 69729,358,101.43
S0069730,Item 69730,413,87.94
S0069731,Item 69731,329,1.77
S0069732,Item 69732,30,3.08
S0069733,Item 69733,448,37.25
S0069734,Item 69734,390,161.96
S0069735,Item 69735,146,17.59
S0069736,Item 69736,105,29.47
S0069737,Item 69737,177,42.92
S0069738,Item 69738,434,74.2
S0069739,Item 69739,323,88.53
S0069740,Item 69740,181,21.65
S0069741,Item 69741,148,148.41
S0069742,Item 69742,366,3.28
S0069743,Item 69743,116,48.27
S0069744,Item 69744,458,46.96
S0069745,Item 69745,247,119.58
S0069746,Item 69746,260,184.33
S0069747,Item 69747,137,75.78
S0069748,Item 69748,299,140.54
S0069749,Item 69749,421,46.95
S0069750,Item 69750,212,149.59
S0069751,Item 69751,226,62.84
S0069752,Item 69752,470,149.5
S0069753,Item 69753,347,175.75
S0069754,Item 69754,163,150.28
S0069755,Item 69755,355,98.62
S0069756,Item 69756,426,184.92
S0069757,Item 69757,296,60.96
S0069758,Item 69758,430,163.11
S0069759,Item 69759,280,82.44
S0069760,Item 69760,237,131.3
S0069761,Item 69761,406,70.86
S0069762,Item 69762,51,125.32
S0069763,Item 69763,324,97.3
S0069764,Item 69764,55,109.72
S0069765,Item 69765,40,34.43
S0069766,Item 69766,306,101.44
S0069767,Item 69767,255,13.68
S0069768,Item 69768,308,56.16
S0069769,Item 69769,422,68.65
S0069770,Item 69770,421,131.42
S0069771,Item 69771,272,19.43
S0069772,Item 69772,430,26.93
S0069773,Item 69773,147,56.57
S0069774,Item 69774,71,32.34
S0069775,Item 69775,445,142.18
S0069776,Item 69776,459,198.19
S0069777,Item 69777,353,4.38
S0069778,Item 69778,494,125.57
S0069779,Item 69779,270,190.47
S0069780,Item 69780,231,133.92
S0069781,Item 69781,149,80.44
S0069782,Item 69782,356,25.13
S0069783,Item 69783,192,119.11
S0069784,Item 69784,111,163.65
S0069785,Item 69785,230,34.69
S0069786,Item 69786,430,196.34
S0069787,Item 69787,402,5.83
S0069788,Item 69788,138,29.52
S0069789,Item 69789,129,69.0
S0069790,Item 69790,494,9.55
S0069791,Item 69791,18,119.77
S0069792,Item 69792,371,183.25
S0069793,Item 69793,166,35.33
S0069794,Item 69794,18,7.12
S0069795,Item 69795,99,180.53
S0069796,Item 69796,124,111.62
S0069797,Item 69797,498,108.17
S0069798,Item 69798,438,1.59
S0069799,Item 69799,421,186.5
S0069800,Item 69800,492,97.9
S0069801,Item 69801,302,150.66
S0069802,Item 69802,42,150.01
S0069803,Item 69803,108,191.63
S0069804,Item 69804,316,170.85
S0069805,Item 69805,191,163.29
S0069806,Item 69806,407,189.21
S0069807,Item 69807,143,74.56
S0069808,Item 69808,409,3.48
S0069809,Item 69809,177,137.67
S0069810,Item 69810,210,19.6
S0069811,Item 69811,236,126.06
S0069812,Item 69812,146,186.72
S0069813,Item 69813,46,108.92
S0069814,Item 69814,396,24.32
S0069815,Item 69815,365,70.92
S0069816,Item 69816,255,61.54
S0069817,Item 69817,269,53.05
S0069818,Item 69818,127,162.43
S0069819,Item 69819,469,153.37
S0069820,Item 69820,254,169.73
S0069821,Item 69821,178,5.72
S0069822,Item 69822,319,167.83
S0069823,Item 69823,444,95.72
S0069824,Item 69824,465,134.07
S0069825,Item 69825,35,11.49
S0069826,Item 69826,70,102.67
S0069827,Item 69827,269,40.82
S0069828,Item 69828,87,34.42
S0069829,Item 69829,239,159.63
S0069830,Item 69830,235,175.79
S0069831,Item 69831,380,92.25
S0069832,Item 69832,360,30.11
S0069833,Item 69833,381,45.89
S0069834,Item 69834,158,100.27
S0069835,Item 69835,88,103.96
S0069836,Item 69836,314,124.16
S0069837,Item 69837,49,138.15
S0069838,Item 69838,344,106.94
S0069839,Item 69839,82,96.99
S0069840,Item 69840,319,198.11
S0069841,Item 69841,494,190.71
S0069842,Item 69842,84,166.95
S0069843,Item 69843,366,83.53
S0069844,Item 69844,11,167.48
S0069845,Item 69845,402,22.52
S0069846,Item 69846,480,118.32
S0069847,Item 69847,419,4.47
S0069848,Item 69848,130,52.56
S0069849,Item 69849,236,189.12
S0069850,Item 69850,4,115.38
S0069851,Item 69851,190,27.93
S0069852,Item 69852,76,164.51
S0069853,Item 69853,119,162.31
S0069854,Item 69854,418,22.86
S0069855,Item 69855,363,142.14
S0069856,Item 69856,253,82.08
S0069857,Item 69857,279,57.48
S0069858,Item 69858,273,42.89
S0069859,Item 69859,275,110.42
S0069860,Item 69860,99,4.24
S0069861,Item 69861,38,197.8
S0069862,Item 69862,151,48.02
S0069863,Item 69863,145,92.74
S0069864,Item 69864,161,26.89
S0069865,Item 69865,113,50.34
S0069866,Item 69866,469,134.37
S0069867,Item 69867,353,116.79
S0069868,Item 69868,240,112.15
S0069869,Item 69869,411,189.32
S0069870,Item 69870,77,12.83
S0069871,Item 69871,423,154.67
S0069872,Item 69872,481,66.98
S0069873,Item 69873,402,163.68
S0069874,Item 69874,120,128.82
S0069875,Item 69875,331,120.68
S0069876,Item 69876,491,196.6
S0069877,Item 69877,291,109.52
S0069878,Item 69878,133,170.53
S0069879,Item 69879,102,136.77
S0069880,Item 69880,264,196.84
S0069881,Item 69881,417,142.57
S0069882,Item 69882,485,166.82
S0069883,Item 69883,126,96.45
S0069884,Item 69884,477,194.9
S0069885,Item 69885,110,154.16
S0069886,Item 69886,400,59.16
S0069887,Item 69887,103,57.93
S0069888,Item 69888,175,197.23
S0069889,Item 69889,306,117.35
S0069890,Item 69890,210,19.16
S0069891,Item 69891,159,144.67
S0069892,Item 69892,0,48.89
S0069893,Item 69893,224,148.29
S0069894,Item 69894,120,11.84
S0069895,Item 69895,236,193.08
S0069896,Item 69896,77,20.61
S0069897,Item 69897,82,84.99
S0069898,Item 69898,413,155.71
S0069899,Item 69899,310,50.27
S0069900,Item 69900,188,1.48
S0069901,Item 69901,195,95.25
S0069902,Item 69902,452,166.55
S0069903,Item 69903,450,63.78
S0069904,Item 69904,15,66.0
S0069905,Item 69905,232,85.63
S0069906,Item 69906,418,65.51
S0069907,Item 69907,393,53.56
S0069908,Item 69908,104,191.8
S0069909,Item 69909,199,94.23
S0069910,Item 69910,282,105.7
S0069911,Item 69911,23,31.22
S0069912,Item 69912,95,30.57
S0069913,Item 69913,413,119.61
S0069914,Item 69914,192,128.9
S0069915,Item 69915,172,192.49
S0069916,Item 69916,47,60.18
S0069917,Item 69917,201,151.52
S0069918,Item 69918,263,77.63
S0069919,Item 69919,339,28.39
S0069920,Item 69920,293,150.33
S0069921,Item 69921,273,36.98
S0069922,Item 69922,470,167.74
S0069923,Item 69923,251,96.79
S0069924,Item 69924,107,116.59
S0069925,Item 69925,293,39.41
S0069926,Item 69926,368,2.72
S0069927,Item 69927,414,134.47
S0069928,Item 69928,448,55.33
S0069929,Item 69929,138,98.44
S0069930,Item 69930,479,123.26
S0069931,Item 69931,322,19.88
S0069932,Item 69932,151,166.51
S0069933,Item 69933,78,55.74
S0069934,Item 69934,223,50.38
S0069935,Item 69935,320,50.83
S0069936,Item 69936,30,142.6
S0069937,Item 69937,8,73.44
S0069938,Item 69938,51,81.14
S0069939,Item 69939,268,57.44
S0069940,Item 69940,150,166.05
S0069941,Item 69941,225,2.1
S0069942,Item 69942,343,87.87
S0069943,Item 69943,27,92.41
S0069944,Item 69944,262,114.47
S0069945,Item 69945,405,8.74
S0069946,Item 69946,191,157.42
S0069947,Item 69947,81,30.98
S0069948,Item 69948,64,122.42
S0069949,Item 69949,218,130.39
S0069950,Item 69950,324,44.23
S0069951,Item 69951,327,192.38
S0069952,Item 69952,28,136.64
S0069953,Item 69953,57,2.48
S0069954,Item 69954,204,33.26
S0069955,Item 69955,105,107.35
S0069956,Item 69956,264,73.36
